Nr.;#;Company;Location_HQ;Country;Continent;Laid_Off;Date_layoffs;Percentage;Company_Size_before_Layoffs;Company_Size_after_layoffs;Industry;Stage;Money_Raised_in_$_mil;Year;lat;lng
1411;3276;Longi;Xi'an;China;Asia;;2024-03-18;5.0;;;Energy;Unknown;;2024;34.2610007;108.9423792
1412;3277;Flock Freight;San Diego;USA;North America;54.0;2024-03-16;;;;Logistics;Series D;$399;2024;32.71571;-117.16472
1413;3278;Chipper Cash;San Francisco Bay Area;USA;North America;20.0;2024-03-15;;;;Finance;Series C;$302;2024;37.77493;-122.41942
1414;3279;Blueboard;San Francisco Bay Area;USA;North America;;2024-03-15;100.0;;0.0;HR;Series A;$16;2024;37.77493;-122.41942
1415;3280;Textio;Seattle;USA;North America;14.0;2024-03-14;16.0;88.0;74.0;Recruiting;Unknown;$42;2024;47.60621;-122.33207
1416;3281;Stash;New York City;USA;North America;80.0;2024-03-13;25.0;320.0;240.0;Finance;Unknown;$480;2024;40.71427;-74.00597
1417;3282;Phantom Auto;San Francisco Bay Area;USA;North America;100.0;2024-03-12;100.0;100.0;0.0;Transport…;Unknown;$86;2024;37.77493;-122.41942
1418;3283;IBM;New York City;USA;North America;;2024-03-12;;;;Hardware;Post-IPO;;2024;40.71427;-74.00597
1419;3284;Deadspin;New York City;USA;North America;11.0;2024-03-11;100.0;11.0;0.0;Media;Acquired;;2024;40.71427;-74.00597
1420;3285;Niche;Pittsburgh;USA;North America;24.0;2024-03-08;7.0;343.0;319.0;Education;Series C;$44;2024;40.44062;-79.99589
1421;3286;Inscribe;San Francisco Bay Area;USA;North America;;2024-03-08;40.0;;;Finance;Series B;$39;2024;37.77493;-122.41942
1422;3287;Turnitin;San Francisco Bay Area;USA;North America;15.0;2024-03-07;2.0;750.0;735.0;Education;Acquired;;2024;37.77493;-122.41942
1423;3288;Totango;San Francisco Bay Area;USA;North America;;2024-03-07;;;;Support;Acquired;$147;2024;37.77493;-122.41942
1424;3289;Sorare;New York City;USA;North America;22.0;2024-03-06;13.0;169.0;147.0;Crypto;Series B;$739;2024;40.71427;-74.00597
1425;3290;Meta;San Francisco Bay Area;USA;North America;;2024-03-06;;;;Consumer;Post-IPO;$26.000;2024;37.4519671;-122.177992
1426;3291;PlanetScale;San Francisco Bay Area;USA;North America;;2024-03-06;;;;Data;Series C;$105;2024;37.77493;-122.41942
1427;3292;MessageBird;Amsterdam;Netherlands;Europe;90.0;2024-03-05;20.0;450.0;360.0;Other;Series C;$1.100;2024;52.37403;4.88969
1428;3293;Form Energy;Boston;USA;North America;;2024-03-05;;;;Energy;Unknown;$966;2024;42.35843;-71.05977
1429;3294;Verbit;New York City;USA;North America;;2024-03-05;;;;Data;Series E;$569;2024;40.71427;-74.00597
1430;3295;Edgio;Phoenix;USA;North America;80.0;2024-03-04;10.0;800.0;720.0;Infrastruc…;Post-IPO;$462;2024;33.44838;-112.07404
1431;3296;Melio;New York City;USA;North America;40.0;2024-03-04;7.0;571.0;531.0;Finance;Series D;$504;2024;40.71427;-74.00597
1432;3297;Our Next Energy;Detroit;USA;North America;40.0;2024-03-04;13.0;308.0;268.0;Transport…;Series B;$390;2024;42.33143;-83.04575
1433;3298;Project Ronin;San Francisco Bay Area;USA;North America;150.0;2024-03-01;100.0;150.0;0.0;Healthcare;Unknown;;2024;37.77493;-122.41942
1434;3299;Pristyn Care;Gurugram;India;Asia;120.0;2024-03-01;7.0;1714.0;1594.0;Healthcare;Series E;$177;2024;28.4601;77.02635
1435;3300;Gro Intelligence;New York City;USA;North America;90.0;2024-03-01;60.0;150.0;60.0;Food;Series B;$118;2024;40.71427;-74.00597
1436;3301;Tonik;Singapore;Singapore;Asia;;2024-03-01;;;;Finance;Series B;$175;2024;1.28967;103.85007
1437;3302;Fisker;Los Angeles;USA;North America;;2024-02-29;15.0;;;Transport…;Post-IPO;$1.700;2024;34.05223;-118.24368
1438;3303;Kevin;Vilnius;Lithuania;Europe;;2024-02-29;14.0;;;Finance;Series A;$79;2024;54.6870458;25.2829111
1439;3304;Electronic Arts;San Francisco Bay Area;USA;North America;670.0;2024-02-28;5.0;13400.0;12730.0;Consumer;Post-IPO;$2;2024;37.77493;-122.41942
1440;3305;Vacasa;Portland;USA;North America;320.0;2024-02-28;5.0;6400.0;6080.0;Travel;Post-IPO;$834;2024;45.52345;-122.67621
1441;3306;Treasury Prime;San Francisco Bay Area;USA;North America;40.0;2024-02-28;40.0;100.0;60.0;Finance;Series C;$71;2024;37.77493;-122.41942
1442;3307;Motional;Boston;USA;North America;;2024-02-28;5.0;;;Transport…;Unknown;;2024;42.35843;-71.05977
1443;3308;Sony Interactive;San Francisco Bay Area;USA;North America;900.0;2024-02-27;8.0;11250.0;10350.0;Consumer;Subsidi…;;2024;37.77493;-122.41942
1444;3309;Bumble;Austin;USA;North America;350.0;2024-02-27;30.0;1167.0;817.0;Consumer;Post-IPO;$313;2024;30.26715;-97.74306
1445;3310;PropertyGuru;Singapore;Singapore;Asia;79.0;2024-02-27;;;;Real Estate;Post-IPO;$676;2024;1.28967;103.85007
1446;3311;Apple;San Francisco Bay Area;USA;North America;;2024-02-27;;;;Transport…;Post-IPO;$1.200;2024;37.3228934;-122.0322895
1447;3312;Expedia;Seattle;USA;North America;1500.0;2024-02-26;8.0;18750.0;17250.0;Travel;Post-IPO;$3.300;2024;47.60621;-122.33207
1448;3313;WayCool;Chennai;India;Asia;70.0;2024-02-26;;;;Food;Unknown;$363;2024;13.08784;80.27847
1449;3314;Daraz;Singapore;Singapore;Asia;;2024-02-26;;;;Retail;Unknown;;2024;1.28967;103.85007
1450;3315;Redesign Health;New York City;USA;North America;77.0;2024-02-23;;;;Healthcare;Series C;$315;2024;40.71427;-74.00597
1451;3316;Carbon Health;San Francisco Bay Area;USA;North America;56.0;2024-02-23;;;;Healthcare;Series D;$522;2024;37.77493;-122.41942
1452;3317;Vice Media;New York City;USA;North America;;2024-02-22;;;;Media;Unknown;$1.600;2024;40.71427;-74.00597
1453;3318;Affirm;Pittsburgh;USA;North America;60.0;2024-02-21;;;;Finance;Post-IPO;$1.500;2024;40.44062;-79.99589
1454;3319;Finder;Sydney;Australia;Australia;60.0;2024-02-21;17.0;353.0;292.0;Retail;Unknown;$30;2024;-33.86785;151.20732
1455;3320;BuzzFeed;New York City;USA;North America;;2024-02-21;16.0;;;Media;Post-IPO;$696;2024;40.71427;-74.00597
1456;3321;Rivian;Detroit;USA;North America;;2024-02-21;10.0;;;Transport…;Post-IPO;$10.700;2024;42.33143;-83.04575
1457;3322;Aptiv;Krakow;Poland;Europe;250.0;2024-02-20;;;;Transport…;Post-IPO;$8;2024;50.0619474;19.9368564
1458;3323;Tails.com;London;United Kingdom;Europe;55.0;2024-02-20;25.0;220.0;165.0;Retail;Series A;$5;2024;51.50853;-0.12574
1459;3324;Auctane;Austin;USA;North America;;2024-02-20;;;;Retail;Unknown;;2024;30.26715;-97.74306
1460;3325;KnownOrigin;Manchester;United Kingdom;Europe;;2024-02-20;30.0;;;Crypto;Acquired;$3;2024;53.4794892;-2.2451148
1461;3326;Meati;Boulder;USA;North America;;2024-02-20;30.0;;;Food;Series C;$274;2024;40.01499;-105.27055
1462;3327;Farfetch;London;United Kingdom;Europe;2000.0;2024-02-16;25.0;8000.0;6000.0;Retail;Acquired;$1.700;2024;51.50853;-0.12574
1463;3328;Voi;Stockholm;Sweden;Europe;120.0;2024-02-16;12.0;1000.0;880.0;Transport…;Series D;$515;2024;59.32938;18.06871
1464;3329;Toast;Boston;USA;North America;550.0;2024-02-15;10.0;5500.0;4950.0;Food;Post-IPO;$962;2024;42.35843;-71.05977
1465;3330;Sonder;San Francisco Bay Area;USA;North America;106.0;2024-02-15;17.0;623.0;517.0;Travel;Post-IPO;$839;2024;37.77493;-122.41942
1466;3331;Storytel;Stockholm;Sweden;Europe;80.0;2024-02-15;13.0;615.0;535.0;Consumer;Post-IPO;$312;2024;59.32938;18.06871
1467;3332;Gro Intelligence;New York City;USA;North America;20.0;2024-02-15;10.0;200.0;180.0;Food;Series B;$118;2024;40.71427;-74.00597
1468;3333;CodeSee;San Francisco Bay Area;USA;North America;;2024-02-15;100.0;;0.0;Data;Seed;$10;2024;37.77493;-122.41942
1469;3334;May Mobility;Ann Arbor;USA;North America;;2024-02-15;13.0;;;Transport…;Series D;$303;2024;42.27756;-83.74088
1470;3335;Cisco;San Francisco Bay Area;USA;North America;4250.0;2024-02-14;5.0;85000.0;80750.0;Infrastruc…;Post-IPO;$2;2024;37.3361663;-121.890591
1471;3336;Wint Wealth;Nashik;India;Asia;19.0;2024-02-14;20.0;95.0;76.0;Finance;Series A;$16;2024;20.0112475;73.7902364
1472;3337;Away;New York City;USA;North America;;2024-02-14;25.0;;;Retail;Series D;$181;2024;40.71427;-74.00597
1473;3338;Instacart;San Francisco Bay Area;USA;North America;250.0;2024-02-13;7.0;3571.0;3321.0;Food;Post-IPO;$2.900;2024;37.77493;-122.41942
1474;3339;Redesign Health;New York City;USA;North America;77.0;2024-02-13;;;;Healthcare;Unknown;$315;2024;40.71427;-74.00597
1475;3340;Mozilla;San Francisco Bay Area;USA;North America;60.0;2024-02-13;5.0;1200.0;1140.0;Consumer;Unknown;$2;2024;37.77493;-122.41942
1476;3341;Impinj;Seattle;USA;North America;50.0;2024-02-13;10.0;500.0;450.0;Other;Post-IPO;$137;2024;47.60621;-122.33207
1477;3342;Riskified;New York City;USA;North America;40.0;2024-02-13;6.0;667.0;627.0;Retail;Post-IPO;$229;2024;40.71427;-74.00597
1478;3343;Everybuddy;Tel Aviv;Israel;Asia;;2024-02-13;100.0;;0.0;Consumer;Series A;$15;2024;32.08088;34.78057
1479;3344;Popcore;Berlin;Germany;Europe;;2024-02-13;;;;Consumer;Acquired;;2024;52.52437;13.41053
1480;3345;Wisense;Tel Aviv;Israel;Asia;;2024-02-13;100.0;;0.0;Transport…;Unknown;$37;2024;32.08088;34.78057
1481;3346;SiriusXM;New York City;USA;North America;160.0;2024-02-12;3.0;5333.0;5173.0;Media;Post-IPO;$525;2024;40.71427;-74.00597
1482;3347;Licious;Bengaluru;India;Asia;80.0;2024-02-09;3.0;2667.0;2587.0;Food;Series F;$490;2024;12.97194;77.59369
1483;3348;BlissClub;Bengaluru;India;Asia;21.0;2024-02-09;18.0;117.0;96.0;Retail;Series A;$20;2024;12.97194;77.59369
1484;3349;Kandji;San Diego;USA;North America;;2024-02-09;;;;Other;Series C;$188;2024;32.71571;-117.16472
1485;3350;Pure Storage;San Francisco Bay Area;USA;North America;275.0;2024-02-08;;;;Data;Post-IPO;$529;2024;37.77493;-122.41942
1486;3351;Otovo;Oslo;Norway;Europe;65.0;2024-02-08;15.0;433.0;368.0;Energy;Post-IPO;$247;2024;59.91273;10.74609
1487;3352;Getaround;San Francisco Bay Area;USA;North America;;2024-02-08;30.0;;;Transport…;Post-IPO;$948;2024;37.77493;-122.41942
1488;3353;Journera;Chicago;USA;North America;;2024-02-08;100.0;;0.0;Travel;Series B;$31;2024;41.85003;-87.65005
1489;3354;Grammarly;San Francisco Bay Area;USA;North America;230.0;2024-02-07;;;;Consumer;Unknown;$400;2024;37.77493;-122.41942
1490;3355;Fireblocks;New York City;USA;North America;20.0;2024-02-07;3.0;667.0;647.0;Crypto;Series E;$1.000;2024;40.71427;-74.00597
1491;3356;Tenable;Baltimore;USA;North America;;2024-02-07;5.0;;;Security;Post-IPO;$565;2024;39.29038;-76.61219
1492;3357;Workfellow;Espoo;Finland;Europe;;2024-02-07;100.0;;0.0;HR;Seed;$3;2024;60.2047672;24.6568435
1493;3358;DocuSign;San Francisco Bay Area;USA;North America;440.0;2024-02-06;6.0;7333.0;6893.0;Sales;Post-IPO;$536;2024;37.77493;-122.41942
1494;3359;Amazon;Seattle;USA;North America;400.0;2024-02-06;;;;Retail;Post-IPO;$108;2024;47.60621;-122.33207
1495;3360;Glowforge;Seattle;USA;North America;;2024-02-06;;;;Manufact…;Series E;$133;2024;47.60621;-122.33207
1496;3361;Snap;Los Angeles;USA;North America;500.0;2024-02-05;10.0;5000.0;4500.0;Consumer;Post-IPO;$4.900;2024;34.05223;-118.24368
1497;3362;Drizly;Boston;USA;North America;168.0;2024-02-05;100.0;168.0;0.0;Retail;Acquired;$119;2024;42.35843;-71.05977
1498;3363;BillGO;Fort Collins;USA;North America;80.0;2024-02-05;;;;Finance;Series B;$119;2024;40.5871782;-105.0770113
1499;3364;Impact.com;Los Angeles;USA;North America;40.0;2024-02-05;3.0;1333.0;1293.0;Sales;Private …;$361;2024;34.05223;-118.24368
1500;3365;Astrate Medical;Philadelphia;USA;North America;;2024-02-05;100.0;;0.0;Healthcare;Series A;$13;2024;39.95238;-75.16362
1501;3366;Meetup;New York City;USA;North America;;2024-02-05;;;;Consumer;Acquired;$18;2024;40.71427;-74.00597
1502;3367;Muvin;Bengaluru;India;Asia;;2024-02-05;100.0;;0.0;Finance;Seed;$4;2024;12.97194;77.59369
1503;3368;Nomad Health;New York City;USA;North America;;2024-02-05;;;;Healthcare;Unknown;$218;2024;40.71427;-74.00597
1504;3369;Zwift;Los Angeles;USA;North America;;2024-02-05;;;;Fitness;Series C;$619;2024;34.05223;-118.24368
1505;3370;Cue Health;San Diego;USA;North America;245.0;2024-02-02;30.0;817.0;572.0;Healthcare;Post-IPO;$899;2024;32.71571;-117.16472
1506;3371;Top Hat;Toronto;Canada;North America;35.0;2024-02-02;7.0;500.0;465.0;Education;Series E;$234;2024;43.70643;-79.39864
1507;3372;Cake Bikes;Stockholm;Sweden;Europe;;2024-02-02;100.0;;0.0;Transport…;Unknown;$74;2024;59.32938;18.06871
1508;3373;Small Robot Computer;Salisbury;United Kingdom;Europe;;2024-02-02;100.0;;0.0;Food;Unknown;$10;2024;51.0690613;-1.7954134
1509;3374;Twig;London;United Kingdom;Europe;;2024-02-02;100.0;;0.0;Finance;Unknown;$41;2024;51.50853;-0.12574
1510;3375;Okta;San Francisco Bay Area;USA;North America;400.0;2024-02-01;7.0;5714.0;5314.0;Security;Post-IPO;$1.200;2024;37.77493;-122.41942
1511;3376;Zoom;San Francisco Bay Area;USA;North America;150.0;2024-02-01;2.0;7500.0;7350.0;Other;Post-IPO;$276;2024;37.3361663;-121.890591
1512;3377;Illumina;San Diego;USA;North America;111.0;2024-02-01;;;;Healthcare;Post-IPO;$28;2024;32.71571;-117.16472
1513;3378;Polygon;Cayman Islands;Cayman Islands;North America;60.0;2024-02-01;19.0;316.0;256.0;Crypto;Unknown;$451;2024;19.7031822;-79.9174627
1514;3379;Indigo;Boston;USA;North America;;2024-02-01;;;;Other;Series F;$1.200;2024;42.35843;-71.05977
1515;3380;Proofpoint;San Francisco Bay Area;USA;North America;280.0;2024-01-31;6.0;4667.0;4387.0;Security;Acquired;$885;2024;37.77493;-122.41942
1516;3381;Trove Recommer…;San Francisco Bay Area;USA;North America;130.0;2024-01-31;;;;Retail;Series E;$152;2024;37.77493;-122.41942
1517;3382;CircleCI;San Francisco Bay Area;USA;North America;100.0;2024-01-31;;;;Product;Series F;$315;2024;37.77493;-122.41942
1518;3383;Thinx;New York City;USA;North America;95.0;2024-01-31;;;;Retail;Acquired;$26;2024;40.71427;-74.00597
1519;3384;Innoviz;Tel Aviv;Israel;Europe;60.0;2024-01-31;13.0;462.0;402.0;Transport…;Post-IPO;$547;2024;32.08088;34.78057
1520;3385;The Messenger;Miami;USA;North America;;2024-01-31;100.0;;0.0;Media;Unknown;;2024;25.77427;-80.19366
1521;3386;Zuora;San Francisco Bay Area;USA;North America;;2024-01-31;8.0;;;Finance;Post-IPO;$647;2024;37.3361663;-121.890591
1522;3387;PayPal;San Francisco Bay Area;USA;North America;2500.0;2024-01-30;9.0;27778.0;25278.0;Finance;Post-IPO;$216;2024;37.3361663;-121.890591
1523;3388;Block;San Francisco Bay Area;USA;North America;1000.0;2024-01-30;10.0;10000.0;9000.0;Finance;Post-IPO;$150;2024;37.77493;-122.41942
1524;3389;Kiwi.com;Brno;Czech Republic;Europe;216.0;2024-01-30;18.0;1200.0;984.0;Travel;Unknown;$107;2024;40.741895;-73.989308
1525;3390;Aurora Solar;San Francisco Bay Area;USA;North America;111.0;2024-01-30;20.0;555.0;444.0;Energy;Series D;$523;2024;37.77493;-122.41942
1526;3391;Wattpad;Toronto;Canada;North America;20.0;2024-01-30;10.0;200.0;180.0;Media;Acquired;$117;2024;43.70643;-79.39864
1527;3392;TechCrunch;San Francisco Bay Area;USA;North America;7.0;2024-01-30;;;;Media;Acquired;;2024;37.77493;-122.41942
1528;3393;Noom;New York City;USA;North America;;2024-01-30;;;;Fitness;Series F;$657;2024;40.71427;-74.00597
1529;3394;Procore;Santa Barbara;USA;North America;;2024-01-30;4.0;;;Construct…;Post-IPO;$654;2024;34.42083;-119.69819
1530;3395;Vipps;Vilnius;Lithuania;Europe;;2024-01-30;;;;Finance;Unknown;;2024;54.6870458;25.2829111
1531;3396;iRobot;Boston;USA;North America;350.0;2024-01-29;31.0;1129.0;779.0;Consumer;Post-IPO;$30;2024;42.35843;-71.05977
1532;3397;DispatchHealth;Denver;USA;North America;88.0;2024-01-29;;;;Healthcare;Series E;$733;2024;39.73915;-104.9847
1533;3398;Loopio;Toronto;Canada;North America;;2024-01-29;6.0;;;Sales;Private …;$263;2024;43.70643;-79.39864
1534;3399;Salesforce;San Francisco Bay Area;USA;North America;700.0;2024-01-26;1.0;70000.0;69300.0;Sales;Post-IPO;$65;2024;37.77493;-122.41942
1535;3400;Flexport;San Francisco Bay Area;USA;North America;;2024-01-26;20.0;;;Logistics;Series E;$2.400;2024;37.77493;-122.41942
1536;3401;Productboard;San Francisco Bay Area;USA;North America;;2024-01-26;;;;Product;Series D;;2024;37.77493;-122.41942
1537;3402;Microsoft;Seattle;USA;North America;1900.0;2024-01-25;;;;Other;Post-IPO;$1;2024;47.60621;-122.33207
1538;3403;Swiggy;Bengaluru;India;Asia;400.0;2024-01-25;7.0;5714.0;5314.0;Food;Unknown;$3.600;2024;12.97194;77.59369
1539;3404;Veho;Boulder;USA;North America;65.0;2024-01-25;19.0;342.0;277.0;Logistics;Series B;$299;2024;40.01499;-105.27055
1540;3405;Amperity;Seattle;USA;North America;20.0;2024-01-25;;;;Marketing;Series D;$187;2024;47.60621;-122.33207
1541;3406;MVPindex;Austin;USA;North America;12.0;2024-01-25;30.0;40.0;28.0;Marketing;Series B;$27;2024;30.26715;-97.74306
1542;3407;Business Insider;New York City;USA;North America;;2024-01-25;8.0;;;Media;Acquired;$56;2024;40.71427;-74.00597
1543;3408;Cova;Lagos;Nigeria;Africa;;2024-01-25;100.0;;0.0;Finance;Unknown;;2024;6.45407;3.39467
1544;3409;Jamf;Minneapolis;USA;North America;;2024-01-25;6.0;;;Other;Post-IPO;$332;2024;44.97997;-93.26384
1545;3410;Personio;Munich;Germany;Europe;100.0;2024-01-24;;;;HR;Series E;$724;2024;48.13743;11.57549
1546;3411;Storytel;Stockholm;Sweden;Europe;80.0;2024-01-24;13.0;615.0;535.0;Media;Post-IPO;$275;2024;59.32938;18.06871
1547;3412;Aurora;Pittsburgh;USA;North America;;2024-01-24;3.0;;;Transport…;Post-IPO;$3.700;2024;40.44062;-79.99589
1548;3413;Desktop Metal;Boston;USA;North America;;2024-01-24;20.0;;;Other;Post-IPO;$811;2024;42.35843;-71.05977
1549;3414;HubSpot;Boston;USA;North America;;2024-01-24;;;;Marketing;Post-IPO;$100;2024;42.35843;-71.05977
1550;3415;SAP;Walldorf;Germany;Europe;8000.0;2024-01-23;7.0;114286.0;106286.0;Other;Post-IPO;$1.300;2024;49.99472;8.58361
1551;3416;eBay;San Francisco Bay Area;USA;North America;1000.0;2024-01-23;9.0;11111.0;10111.0;Retail;Post-IPO;$1.200;2024;37.77493;-122.41942
1552;3417;Vroom;New York City;USA;North America;800.0;2024-01-23;90.0;889.0;89.0;Transport…;Post-IPO;$1.300;2024;40.71427;-74.00597
1553;3418;Brex;San Francisco Bay Area;USA;North America;282.0;2024-01-23;20.0;1410.0;1128.0;Finance;Series D;$1.500;2024;37.77493;-122.41942
1554;3419;Cure.fit;Bengaluru;India;Asia;120.0;2024-01-23;;;;Fitness;Series F;$625;2024;12.97194;77.59369
1555;3420;GoStudent;Vienna;Austria;Europe;100.0;2024-01-23;;;;Education;Series D;$686;2024;48.20849;16.37208
1556;3421;GoTo;Boston;USA;North America;29.0;2024-01-23;;;;Other;Acquired;$2;2024;42.35843;-71.05977
1557;3422;Seedr;London;United Kingdom;Europe;15.0;2024-01-23;;;;Finance;Acquired;$28;2024;51.50853;-0.12574
1558;3423;Riot Games;Los Angeles;USA;North America;530.0;2024-01-22;11.0;4818.0;4288.0;Consumer;Acquired;$21;2024;34.05223;-118.24368
1559;3424;Xendit;Jakarta;Indonesia;Asia;200.0;2024-01-22;;;;Finance;Series D;$534;2024;-6.21462;106.84513
1560;3425;TikTok;Los Angeles;USA;North America;60.0;2024-01-22;;;;Consumer;Acquired;;2024;34.05223;-118.24368
1561;3426;2U;Washington DC;USA;North America;;2024-01-22;;;;Education;Post-IPO;$426;2024;38.89511;-77.03637
1562;3427;Google;San Francisco Bay Area;USA;North America;;2024-01-22;;;;Consumer;Post-IPO;$26;2024;37.3893889;-122.0832101
1563;3428;Xendit;Jakarta;Indonesia;Asia;;2024-01-22;;;;Finance;Series D;$534;2024;-6.21462;106.84513
1564;3429;SolarEdge;Tel Aviv;Israel;Asia;900.0;2024-01-21;16.0;5625.0;4725.0;Energy;Post-IPO;$155;2024;32.08088;34.78057
1565;3430;Wayfair;Boston;USA;North America;1650.0;2024-01-19;13.0;12692.0;11042.0;Retail;Post-IPO;$1.700;2024;42.35843;-71.05977
1566;3431;Amazon;Seattle;USA;North America;30.0;2024-01-18;;;;Retail;Post-IPO;$108;2024;47.60621;-122.33207
1567;3432;Fashinza;New York City;USA;North America;;2024-01-18;;;;Retail;Unknown;$153;2024;40.71427;-74.00597
1568;3433;Stitch Fix;Dallas;USA;North America;;2024-01-18;;;;Retail;Post-IPO;$79;2024;32.78306;-96.80667
1569;3434;YouTube;San Francisco Bay Area;USA;North America;100.0;2024-01-17;;;;Media;Acquired;$11;2024;37.3893889;-122.0832101
1570;3435;Sirplus;Berlin;Germany;Europe;60.0;2024-01-17;;;;Food;Seed;;2024;52.52437;13.41053
1571;3436;SonderMind;Denver;USA;North America;49.0;2024-01-16;17.0;288.0;239.0;Healthcare;Series C;$183;2024;39.73915;-104.9847
1572;3437;First Mode;Seattle;USA;North America;48.0;2024-01-16;20.0;240.0;192.0;Transport…;Acquired;$9;2024;47.60621;-122.33207
1573;3438;ALI Technologies;Tokyo;Japan;Asia;;2024-01-16;100.0;;0.0;Transport…;Unknown;;2024;35.6895;139.69171
1574;3439;Google;San Francisco Bay Area;USA;North America;;2024-01-16;;;;Consumer;Post-IPO;$26;2024;37.3893889;-122.0832101
1575;3440;Thursday;London;United Kingdom;Europe;;2024-01-16;70.0;;;Consumer;Seed;$3;2024;51.50853;-0.12574
1576;3441;Veeam;Columbus;USA;North America;300.0;2024-01-12;;;;Data;Acquired;$500;2024;39.96118;-82.99879
1577;3442;GrabCAD;Tallinn;Estonia;Europe;13.0;2024-01-12;;;;Other;Acquired;$28;2024;59.43696;24.75353
1578;3443;Artifact;San Francisco Bay Area;USA;North America;;2024-01-12;100.0;;0.0;Media;Unknown;;2024;37.77493;-122.41942
1579;3444;Dastgyr;Karachi;Pakistan;Asia;;2024-01-12;80.0;;;Retail;Series A;$41;2024;24.8546842;67.0207055
1580;3445;Hologram;Chicago;USA;North America;;2024-01-12;;;;Infrastruc…;Unknown;$82;2024;41.85003;-87.65005
1581;3446;Vendr;Boston;USA;North America;;2024-01-12;;;;Other;Series B;$216;2024;42.35843;-71.05977
1582;3447;New Work SE;Hamburg;Germany;Europe;400.0;2024-01-11;;;;Consumer;Post-IPO;;2024;53.55073;9.99302
1583;3448;Playtika;Tel Aviv;Israel;Asia;300.0;2024-01-11;10.0;3000.0;2700.0;Consumer;Post-IPO;;2024;32.08088;34.78057
